crovir-transcript-15539,43162_crovir-transcript-15539
crovir-transcript-10788,U2SURP_crovir-transcript-10788
crovir-transcript-11381,UACA_crovir-transcript-11381
crovir-transcript-5635,UAP1_crovir-transcript-5635
crovir-transcript-1321,UAP1L1_crovir-transcript-1321
crovir-transcript-14765,UBA1_crovir-transcript-14765
crovir-transcript-16017,UBA2_crovir-transcript-16017
crovir-transcript-13359,UBA3_crovir-transcript-13359
crovir-transcript-2157,UBA5_crovir-transcript-2157
crovir-transcript-2363,UBA6_crovir-transcript-2363
crovir-transcript-13704,UBA7_crovir-transcript-13704
crovir-transcript-13705,UBA7_crovir-transcript-13705
crovir-transcript-11725,UBAC1_crovir-transcript-11725
crovir-transcript-3317,UBAC2_crovir-transcript-3317
crovir-transcript-14191,UBALD2_crovir-transcript-14191
crovir-transcript-4158,UBAP1_crovir-transcript-4158
crovir-transcript-11333,UBAP1L_crovir-transcript-11333
crovir-transcript-12599,UBAP2_crovir-transcript-12599
crovir-transcript-12561,UBAP2L_crovir-transcript-12561
crovir-transcript-12573,UBAP2L_crovir-transcript-12573
crovir-transcript-3645,UBASH3A_crovir-transcript-3645
crovir-transcript-12677,UBASH3B_crovir-transcript-12677
crovir-transcript-227,UBE2A_crovir-transcript-227
crovir-transcript-13911,UBE2B_crovir-transcript-13911
crovir-transcript-5950,UBE2B_crovir-transcript-5950
crovir-transcript-10290,UBE2D1_crovir-transcript-10290
crovir-transcript-4381,UBE2D3_crovir-transcript-4381
crovir-transcript-2092,UBE2E1_crovir-transcript-2092
crovir-transcript-8317,UBE2E3_crovir-transcript-8317
crovir-transcript-8527,UBE2F_crovir-transcript-8527
crovir-transcript-10033,UBE2G1_crovir-transcript-10033
crovir-transcript-10668,UBE2G2_crovir-transcript-10668
crovir-transcript-7501,UBE2H_crovir-transcript-7501
crovir-transcript-465,UBE2I_crovir-transcript-465
crovir-transcript-8992,UBE2J1_crovir-transcript-8992
crovir-transcript-1060,UBE2J2_crovir-transcript-1060
crovir-transcript-4176,UBE2L3_crovir-transcript-4176
crovir-transcript-7908,UBE2L6_crovir-transcript-7908
crovir-transcript-2751,UBE2M_crovir-transcript-2751
crovir-transcript-11955,UBE2N_crovir-transcript-11955
crovir-transcript-14177,UBE2O_crovir-transcript-14177
crovir-transcript-11107,UBE2Q2_crovir-transcript-11107
crovir-transcript-2920,UBE2S_crovir-transcript-2920
crovir-transcript-6400,UBE2T_crovir-transcript-6400
crovir-transcript-6571,UBE2V1_crovir-transcript-6571
crovir-transcript-5121,UBE2V2_crovir-transcript-5121
crovir-transcript-5027,UBE2W_crovir-transcript-5027
crovir-transcript-2652,UBE2Z_crovir-transcript-2652
crovir-transcript-3435,UBE3A_crovir-transcript-3435
crovir-transcript-16426,UBE3B_crovir-transcript-16426
crovir-transcript-1788,UBE3C_crovir-transcript-1788
crovir-transcript-8930,UBE3D_crovir-transcript-8930
crovir-transcript-15801,UBE4B_crovir-transcript-15801
crovir-transcript-478,UBFD1_crovir-transcript-478
crovir-transcript-16936,UBIAD1_crovir-transcript-16936
crovir-transcript-3933,UBL3_crovir-transcript-3933
crovir-transcript-14827,UBL4A_crovir-transcript-14827
crovir-transcript-14557,UBL5_crovir-transcript-14557
crovir-transcript-13767,UBLCP1_crovir-transcript-13767
crovir-transcript-578,UBN1_crovir-transcript-578
crovir-transcript-12045,UBN2_crovir-transcript-12045
crovir-transcript-17403,UBOX5_crovir-transcript-17403
crovir-transcript-2198,UBP1_crovir-transcript-2198
crovir-transcript-15483,UBQLN1_crovir-transcript-15483
crovir-transcript-17364,UBQLN1_crovir-transcript-17364
crovir-transcript-17366,UBQLN1_crovir-transcript-17366
crovir-transcript-3178,UBQLN4_crovir-transcript-3178
crovir-transcript-7408,UBR1_crovir-transcript-7408
crovir-transcript-9662,UBR1_crovir-transcript-9662
crovir-transcript-8287,UBR3_crovir-transcript-8287
crovir-transcript-8288,UBR3_crovir-transcript-8288
crovir-transcript-10094,UBR4_crovir-transcript-10094
crovir-transcript-10095,UBR4_crovir-transcript-10095
crovir-transcript-1473,UBR4_crovir-transcript-1473
crovir-transcript-1476,UBR4_crovir-transcript-1476
crovir-transcript-17189,UBR4_crovir-transcript-17189
crovir-transcript-4919,UBR5_crovir-transcript-4919
crovir-transcript-7152,UBR7_crovir-transcript-7152
crovir-transcript-10571,UBTD1_crovir-transcript-10571
crovir-transcript-13980,UBTD2_crovir-transcript-13980
crovir-transcript-2511,UBTF_crovir-transcript-2511
crovir-transcript-1170,UBXN10_crovir-transcript-1170
crovir-transcript-964,UBXN11_crovir-transcript-964
crovir-transcript-8827,UBXN2A_crovir-transcript-8827
crovir-transcript-5088,UBXN2B_crovir-transcript-5088
crovir-transcript-8202,UBXN4_crovir-transcript-8202
crovir-transcript-10693,UBXN7_crovir-transcript-10693
crovir-transcript-17484,UCHL1_crovir-transcript-17484
crovir-transcript-3252,UCHL1_crovir-transcript-3252
crovir-transcript-4555,UCHL1_crovir-transcript-4555
crovir-transcript-5696,UCHL5_crovir-transcript-5696
crovir-transcript-10120,UCK1_crovir-transcript-10120
crovir-transcript-5564,UCK2_crovir-transcript-5564
crovir-transcript-17112,UCN3_crovir-transcript-17112
crovir-transcript-7746,UEVLD_crovir-transcript-7746
crovir-transcript-8602,UFC1_crovir-transcript-8602
crovir-transcript-4182,UFD1_crovir-transcript-4182
crovir-transcript-8968,UFL1_crovir-transcript-8968
crovir-transcript-4579,UFSP2_crovir-transcript-4579
crovir-transcript-15303,UGCG_crovir-transcript-15303
crovir-transcript-4773,UGDH_crovir-transcript-4773
crovir-transcript-10626,UGGT1_crovir-transcript-10626
crovir-transcript-3286,UGGT2_crovir-transcript-3286
crovir-transcript-8590,UGP2_crovir-transcript-8590
crovir-transcript-4431,UGT8_crovir-transcript-4431
crovir-transcript-5571,UHMK1_crovir-transcript-5571
crovir-transcript-6698,UHRF1_crovir-transcript-6698
crovir-transcript-6224,UHRF1BP1_crovir-transcript-6224
crovir-transcript-15394,UHRF2_crovir-transcript-15394
crovir-transcript-13751,UIMC1_crovir-transcript-13751
crovir-transcript-4146,ULK1_crovir-transcript-4146
crovir-transcript-4148,ULK1_crovir-transcript-4148
crovir-transcript-9526,ULK2_crovir-transcript-9526
crovir-transcript-109,ULK3_crovir-transcript-109
crovir-transcript-1978,UMAD1_crovir-transcript-1978
crovir-transcript-3649,UMODL1_crovir-transcript-3649
crovir-transcript-8149,UMPS_crovir-transcript-8149
crovir-transcript-7852,UNC119B_crovir-transcript-7852
crovir-transcript-7855,UNC119B_crovir-transcript-7855
crovir-transcript-6868,UNC13A_crovir-transcript-6868
crovir-transcript-11021,UNC13C_crovir-transcript-11021
crovir-transcript-15945,UNC13C_crovir-transcript-15945
crovir-transcript-14213,UNC13D_crovir-transcript-14213
crovir-transcript-11401,UNC45A_crovir-transcript-11401
crovir-transcript-9981,UNC45B_crovir-transcript-9981
crovir-transcript-3431,UNC50_crovir-transcript-3431
crovir-transcript-13754,UNC5A_crovir-transcript-13754
crovir-transcript-4357,UNC5C_crovir-transcript-4357
crovir-transcript-4358,UNC5C_crovir-transcript-4358
crovir-transcript-12812,UNC5D_crovir-transcript-12812
crovir-transcript-7154,UNC79_crovir-transcript-7154
crovir-transcript-9346,UNC93A_crovir-transcript-9346
crovir-transcript-8013,UNC93B1_crovir-transcript-8013
crovir-transcript-16425,UNG_crovir-transcript-16425
crovir-transcript-14217,UNK_crovir-transcript-14217
crovir-transcript-4232,UPB1_crovir-transcript-4232
crovir-transcript-6739,UPF1_crovir-transcript-6739
crovir-transcript-11641,UPF2_crovir-transcript-11641
crovir-transcript-3368,UPF3A_crovir-transcript-3368
crovir-transcript-204,UPF3B_crovir-transcript-204
crovir-transcript-858,UPK1A_crovir-transcript-858
crovir-transcript-3894,UPK1B_crovir-transcript-3894
crovir-transcript-2304,UPP1_crovir-transcript-2304
crovir-transcript-8198,UPP2_crovir-transcript-8198
crovir-transcript-3707,URB1_crovir-transcript-3707
crovir-transcript-3709,URB1_crovir-transcript-3709
crovir-transcript-9388,URB2_crovir-transcript-9388
crovir-transcript-11517,URI1_crovir-transcript-11517
crovir-transcript-1542,URM1_crovir-transcript-1542
crovir-transcript-13430,UROC1_crovir-transcript-13430
crovir-transcript-6091,UROD_crovir-transcript-6091
crovir-transcript-10409,UROS_crovir-transcript-10409
crovir-transcript-16002,USB1_crovir-transcript-16002
crovir-transcript-6842,USE1_crovir-transcript-6842
crovir-transcript-16499,USF1_crovir-transcript-16499
crovir-transcript-9308,USF2_crovir-transcript-9308
crovir-transcript-15069,USF3_crovir-transcript-15069
crovir-transcript-14219,USH1G_crovir-transcript-14219
crovir-transcript-9620,USH2A_crovir-transcript-9620
crovir-transcript-9654,USH2A_crovir-transcript-9654
crovir-transcript-9655,USH2A_crovir-transcript-9655
crovir-transcript-9656,USH2A_crovir-transcript-9656
crovir-transcript-9658,USH2A_crovir-transcript-9658
crovir-transcript-2459,USO1_crovir-transcript-2459
crovir-transcript-5956,USP1_crovir-transcript-5956
crovir-transcript-11441,USP10_crovir-transcript-11441
crovir-transcript-14763,USP11_crovir-transcript-14763
crovir-transcript-10938,USP13_crovir-transcript-10938
crovir-transcript-5181,USP14_crovir-transcript-5181
crovir-transcript-11833,USP15_crovir-transcript-11833
crovir-transcript-3722,USP16_crovir-transcript-3722
crovir-transcript-329,USP18_crovir-transcript-329
crovir-transcript-13293,USP19_crovir-transcript-13293
crovir-transcript-1733,USP19_crovir-transcript-1733
crovir-transcript-12657,USP2_crovir-transcript-12657
crovir-transcript-1401,USP20_crovir-transcript-1401
crovir-transcript-1404,USP20_crovir-transcript-1404
crovir-transcript-1405,USP20_crovir-transcript-1405
crovir-transcript-12483,USP21_crovir-transcript-12483
crovir-transcript-8384,USP22_crovir-transcript-8384
crovir-transcript-5976,USP24_crovir-transcript-5976
crovir-transcript-5977,USP24_crovir-transcript-5977
crovir-transcript-5978,USP24_crovir-transcript-5978
crovir-transcript-3742,USP25_crovir-transcript-3742
crovir-transcript-13068,USP28_crovir-transcript-13068
crovir-transcript-16430,USP30_crovir-transcript-16430
crovir-transcript-477,USP31_crovir-transcript-477
crovir-transcript-16474,USP32_crovir-transcript-16474
crovir-transcript-5894,USP33_crovir-transcript-5894
crovir-transcript-13504,USP34_crovir-transcript-13504
crovir-transcript-9810,USP34_crovir-transcript-9810
crovir-transcript-16903,USP35_crovir-transcript-16903
crovir-transcript-14320,USP36_crovir-transcript-14320
crovir-transcript-7998,USP37_crovir-transcript-7998
crovir-transcript-4475,USP38_crovir-transcript-4475
crovir-transcript-12989,USP39_crovir-transcript-12989
crovir-transcript-13692,USP4_crovir-transcript-13692
crovir-transcript-322,USP42_crovir-transcript-322
crovir-transcript-11968,USP44_crovir-transcript-11968
crovir-transcript-9014,USP45_crovir-transcript-9014
crovir-transcript-7657,USP47_crovir-transcript-7657
crovir-transcript-17372,USP48_crovir-transcript-17372
crovir-transcript-6244,USP49_crovir-transcript-6244
crovir-transcript-15115,USP5_crovir-transcript-15115
crovir-transcript-4540,USP53_crovir-transcript-4540
crovir-transcript-10134,USP54_crovir-transcript-10134
crovir-transcript-11614,USP6NL_crovir-transcript-11614
crovir-transcript-3618,USP7_crovir-transcript-3618
crovir-transcript-521,USP7_crovir-transcript-521
crovir-transcript-11241,USP8_crovir-transcript-11241
crovir-transcript-3931,USPL1_crovir-transcript-3931
crovir-transcript-9253,UST_crovir-transcript-9253
crovir-transcript-619,UTP11_crovir-transcript-619
crovir-transcript-162,UTP14A_crovir-transcript-162
crovir-transcript-168,UTP14A_crovir-transcript-168
crovir-transcript-15681,UTP15_crovir-transcript-15681
crovir-transcript-14279,UTP18_crovir-transcript-14279
crovir-transcript-12000,UTP20_crovir-transcript-12000
crovir-transcript-12002,UTP20_crovir-transcript-12002
crovir-transcript-4884,UTP23_crovir-transcript-4884
crovir-transcript-4263,UTP3_crovir-transcript-4263
crovir-transcript-16200,UTP4_crovir-transcript-16200
crovir-transcript-14499,UTP6_crovir-transcript-14499
crovir-transcript-3573,UTRN_crovir-transcript-3573
crovir-transcript-9260,UTRN_crovir-transcript-9260
crovir-transcript-9263,UTRN_crovir-transcript-9263
crovir-transcript-3437,UVRAG_crovir-transcript-3437
crovir-transcript-9460,UVSSA_crovir-transcript-9460
crovir-transcript-14742,UXT_crovir-transcript-14742
crovir-transcript-15124,VAMP1_crovir-transcript-15124
crovir-transcript-1596,VAMP2_crovir-transcript-1596
crovir-transcript-5641,VAMP4_crovir-transcript-5641
crovir-transcript-12996,VAMP5_crovir-transcript-12996
crovir-transcript-126,VAMP7_crovir-transcript-126
crovir-transcript-12975,VAMP8_crovir-transcript-12975
crovir-transcript-3182,VANGL2_crovir-transcript-3182
crovir-transcript-5215,VAPA_crovir-transcript-5215
crovir-transcript-6609,VAPB_crovir-transcript-6609
crovir-transcript-13197,VARS2_crovir-transcript-13197
crovir-transcript-13203,VARS2_crovir-transcript-13203
crovir-transcript-7176,VASH1_crovir-transcript-7176
crovir-transcript-9653,VASH2_crovir-transcript-9653
crovir-transcript-1670,VASN_crovir-transcript-1670
crovir-transcript-2400,VAT1_crovir-transcript-2400
crovir-transcript-11585,VAT1L_crovir-transcript-11585
crovir-transcript-14988,VAV1_crovir-transcript-14988
crovir-transcript-16659,VAV2_crovir-transcript-16659
crovir-transcript-4052,VAV2_crovir-transcript-4052
crovir-transcript-4057,VAV2_crovir-transcript-4057
crovir-transcript-5739,VAV2_crovir-transcript-5739
crovir-transcript-10468,VAX1_crovir-transcript-10468
crovir-transcript-69,VBP1_crovir-transcript-69
crovir-transcript-5748,VCAM1_crovir-transcript-5748
crovir-transcript-15657,VCAN_crovir-transcript-15657
crovir-transcript-10098,VCL_crovir-transcript-10098
crovir-transcript-12306,VCP_crovir-transcript-12306
crovir-transcript-5053,VCPIP1_crovir-transcript-5053
crovir-transcript-6916,VCPKMT_crovir-transcript-6916
crovir-transcript-13903,VDAC1_crovir-transcript-13903
crovir-transcript-10108,VDAC2_crovir-transcript-10108
crovir-transcript-12919,VDAC3_crovir-transcript-12919
crovir-transcript-14722,VDR_crovir-transcript-14722
crovir-transcript-9439,VEGFA_crovir-transcript-9439
crovir-transcript-4609,VEGFC_crovir-transcript-4609
crovir-transcript-10378,VENTX_crovir-transcript-10378
crovir-transcript-10855,VEPH1_crovir-transcript-10855
crovir-transcript-10069,VEZF1_crovir-transcript-10069
crovir-transcript-11963,VEZT_crovir-transcript-11963
crovir-transcript-224,VGLL1_crovir-transcript-224
crovir-transcript-9068,VGLL2_crovir-transcript-9068
crovir-transcript-3756,VGLL3_crovir-transcript-3756
crovir-transcript-13580,VGLL4_crovir-transcript-13580
crovir-transcript-7995,VIL1_crovir-transcript-7995
crovir-transcript-1905,VIM_crovir-transcript-1905
crovir-transcript-9339,VIP_crovir-transcript-9339
crovir-transcript-7210,VIPAS39_crovir-transcript-7210
crovir-transcript-1794,VIPR2_crovir-transcript-1794
crovir-transcript-4961,VIRMA_crovir-transcript-4961
crovir-transcript-9482,VIT_crovir-transcript-9482
crovir-transcript-10005,VKORC1L1_crovir-transcript-10005
crovir-transcript-15412,VLDLR_crovir-transcript-15412
crovir-transcript-259,VMA21_crovir-transcript-259
crovir-transcript-6846,VMAC_crovir-transcript-6846
crovir-transcript-2270,VOPP1_crovir-transcript-2270
crovir-transcript-13090,VPS11_crovir-transcript-13090
crovir-transcript-15462,VPS13A_crovir-transcript-15462
crovir-transcript-4935,VPS13B_crovir-transcript-4935
crovir-transcript-11053,VPS13C_crovir-transcript-11053
crovir-transcript-1118,VPS13D_crovir-transcript-1118
crovir-transcript-7302,VPS18_crovir-transcript-7302
crovir-transcript-2372,VPS25_crovir-transcript-2372
crovir-transcript-10276,VPS26B_crovir-transcript-10276
crovir-transcript-12697,VPS26B_crovir-transcript-12697
crovir-transcript-16404,VPS33A_crovir-transcript-16404
crovir-transcript-11368,VPS33B_crovir-transcript-11368
crovir-transcript-11500,VPS35_crovir-transcript-11500
crovir-transcript-4556,VPS37A_crovir-transcript-4556
crovir-transcript-16359,VPS37B_crovir-transcript-16359
crovir-transcript-7886,VPS37C_crovir-transcript-7886
crovir-transcript-7396,VPS39_crovir-transcript-7396
crovir-transcript-2238,VPS41_crovir-transcript-2238
crovir-transcript-2242,VPS41_crovir-transcript-2242
crovir-transcript-1200,VPS45_crovir-transcript-1200
crovir-transcript-16204,VPS4A_crovir-transcript-16204
crovir-transcript-1951,VPS50_crovir-transcript-1951
crovir-transcript-16598,VPS51_crovir-transcript-16598
crovir-transcript-16600,VPS51_crovir-transcript-16600
crovir-transcript-3235,VPS52_crovir-transcript-3235
crovir-transcript-3236,VPS52_crovir-transcript-3236
crovir-transcript-8592,VPS54_crovir-transcript-8592
crovir-transcript-1708,VPS72_crovir-transcript-1708
crovir-transcript-1956,VPS72_crovir-transcript-1956
crovir-transcript-10655,VPS8_crovir-transcript-10655
crovir-transcript-16210,VPS9D1_crovir-transcript-16210
crovir-transcript-7096,VRK1_crovir-transcript-7096
crovir-transcript-436,VRK3_crovir-transcript-436
crovir-transcript-438,VRK3_crovir-transcript-438
crovir-transcript-7220,VRTN_crovir-transcript-7220
crovir-transcript-12756,VSIG10L_crovir-transcript-12756
crovir-transcript-777,VSIG10L_crovir-transcript-777
crovir-transcript-28,VSIG4_crovir-transcript-28
crovir-transcript-12414,VSIG8_crovir-transcript-12414
crovir-transcript-10260,VSIR_crovir-transcript-10260
crovir-transcript-11516,VSTM2A_crovir-transcript-11516
crovir-transcript-2356,VSTM2A_crovir-transcript-2356
crovir-transcript-8745,VSTM4_crovir-transcript-8745
crovir-transcript-4053,VSTM5_crovir-transcript-4053
crovir-transcript-9754,VSX1_crovir-transcript-9754
crovir-transcript-7222,VSX2_crovir-transcript-7222
crovir-transcript-9244,VTA1_crovir-transcript-9244
crovir-transcript-7423,VTI1B_crovir-transcript-7423
crovir-transcript-1047,VWA1_crovir-transcript-1047
crovir-transcript-10485,VWA2_crovir-transcript-10485
crovir-transcript-343,VWA3A_crovir-transcript-343
crovir-transcript-3432,VWA3B_crovir-transcript-3432
crovir-transcript-2765,VWA5A_crovir-transcript-2765
crovir-transcript-1174,VWA5B1_crovir-transcript-1174
crovir-transcript-10983,VWA5B2_crovir-transcript-10983
